,Date,User,Tweet
71,2023-01-12 21:30:17+00:00,ogilicious,"@DimitrijevicM1 @SutanovacDragan mijesaju se babe i žabe. prvobitni antivakseri su bili ponukani lažnim naučnim člankom koji je povezao MMR, jednu od najboljih vakcina ikad, sa autizmom. ovo s tb je skroz druga priča. imate epidemiju tb u brazilu poslije kovida u favelama."
72,2023-01-12 20:49:32+00:00,MIrjanaM21,"Nemoguće da mislite da se tuberkuloza, male boginje, veliki kašalj  ne pojavljuju svake godine kao mini epidemije.
Mononukleoza takođe."
73,2023-01-12 20:08:24+00:00,Jovanajovana999,"U Srbiji je proglasena epidemija Morbila. Vakcinom MMR stitite pre svega svoju, a zatim i ostalu decu! https://t.co/RDwwqsmRMd"
74,2023-01-12 18:49:22+00:00,kojic_dusan,"Procenat vakcinisanih MMR vakcinom koja štiti od malih boginja, zaušaka i rubeola iznosi 60.6% dok je za kolektivan imunitet potrebna pokrivenost od 95%. 
Bosna i Hercegovina mora biti spremna za pojavu moguće epidemije a u sličnoj situaciji se nalazi i Republika Srbija. https://t.co/jvzVqlD1ME"
75,2023-01-12 16:41:40+00:00,Dusan62018511,"@KemalSBeganovic Počele i male boginje u Srbiji. 2017 i 2018. od morbila je umrlo dvoje dece i trudnica. Ostali zaraženi su teško preležali morbile. Slušali ljudi fašistkinju dr. Stojković, a država nije ništa uradila da je kazni. Dr. Nestorović je odgovoran za višak smrtnosti od korone..."
76,2023-01-12 15:19:06+00:00,gagapatric,"@JosphatMbayan @adzo83 Da, da. Znam kad je unukica trebala u vrtić, pre 5 g, uslov je bio primljena mmr
Meni se, recimo, ni jedna vakcina nije primila a sve redovno isprimala. Nekada se davalo u rame, svi imaju taj ožiljak. Ja ga nemam
 Kad je bila epidemija velikih boginja, gotovo sam glavom platila.."
77,2023-01-12 11:31:46+00:00,MirjanaB__,"Potvrđeno je da su troje dece, uzrasta od 1,5 godine i jedna odrasla osoba u Smederevu oboleli od malih boginja.
Struka apeluje da se deca koja su napunila godinu dana vakcinišu MMR vakcinom jer nam je epidemija na pragu.
A u NP kod školske dece pojava mononukleoze."
78,2023-01-12 11:07:02+00:00,gocic_rade,@SutanovacDragan Amerikanci nisu vakcinisali narod protiv tuberkiloze epidemija prestala u isto vreme kao u evropi.klasične vakcine DA a MMR ne.previše je obolele dece od autizma posle vakcinacije
79,2023-01-12 10:23:39+00:00,burning_all,"Posto na celu IJZ sad imamo budaletinu, a u zdravstvenom sistemu masovno antivaksere koji ne preporucuju MMR vakcinu, sve su prilike da nam predstoji epidemija jer nam je % vakcinisane djece sramotan."
80,2023-01-12 09:12:41+00:00,Jovanana,"12 novorođenčadi u KCS zaraženo koronom, troje nevakcinisane dece dobilo male boginje, u Pazaru se među decom pojavila tuberkuloza… Dajte, bre, deci BCG i MMR i ne dolazite na posao koronjavi ako radite s bebama https://t.co/IM4oyW0BBa"
81,2023-01-07 18:17:23+00:00,Wolfs_daddy,"@profdrmzaric @DavorinDinic @Jovana1244 @Sasham1978 @Spok3Spok @Kreuzberg1882 @ZIU_nine Ako krenu epidemije, uvešće obavezno. I u Nemačkoj je bio MMR ko hoće, pa kad ih je klepilo zbog avsksa, 2019 izglasali zakon da je obavezno, ili 2500 evrića kazne."
82,2023-01-07 13:34:35+00:00,Spok3Spok,"@Kreuzberg1882 @MilinaDoric @Jovana1244 @ZIU_nine @profdrmzaric Ma jebo te kovid, ovde je reč o MMR vakcini i mogućoj epidemiji morbila, a sve zbog ovih debila"
83,2023-01-07 12:56:18+00:00,Spok3Spok,"@Sasham1978 @Jovana1244 @Kreuzberg1882 @ZIU_nine @profdrmzaric U ovih 15 minuta snimka, da smo pravna zemlja, Jovana bi zaglavila 15 godina robije. Osim što laže da MMR vakcina nije zaslužna za pad broja obolelih od morbila takođe laže i o Endrju Vejkfildu čiji je rad i naučno osporen
https://t.co/Z8u0iiLzTN"
84,2023-01-07 09:50:09+00:00,Spok3Spok,"@Jovana1244 @Kreuzberg1882 @ZIU_nine @profdrmzaric Rado ću ti dati podatke u DM i tuži me. Smatram te za najveće pritajeno zlo u ovoj zemlji (pored Nestora). Ne znam kako možeš mirno da spavaš kada znaš da si dobrano doprinela epidemiji morbila 2017. svojim lupetanjima o MMR vakcini.
Neki ljudi su umrli, a da nisu ni morali."
85,2023-01-06 19:46:17+00:00,Spok3Spok,"@cyazback @ZIU_nine @jovanblazic211 @profdrmzaric @Jovana1244 Epidemija morbila iz 2017. je uzela živote ljudi koji nisu trebali da umru, a sve ""zahvaljujući"" doktorki Jovani i njenom lupetanju protiv MMR vakcine. Od korone nas je umrlo i previše opet ""zahvaljujući"" njenom lupetanju plus lupetanju Nestora"
86,2023-01-06 11:00:45+00:00,RadovanStojano3,Male boginje: Preti epidemija zbog nedovoljne vakcinacije dece https://t.co/xribhijbp3 preko @NedeljnikVreme
87,2023-01-06 07:28:51+00:00,PredragHN,@profdrmzaric @ZIU_nine @Jovana1244 Ložila je bolide da MMR vakcina izaziva autizam. To njeno šarlatanstvo i loženje je direktno uticalo na epidemiju morbila u Srbiji koja je odnijela ljudske živote. Kapiram da je to jedna od rijetkih tema o kojima taksisti u Cirihu nisu najbolje obavješteni pa je ok što ne znaš.
88,2023-01-05 10:25:08+00:00,NaimLeoBesiri,"Procenat vakcinisanih MMR vakcinom koja štiti od malih boginja, zaušaka i rubeola u Srbiji iznosi 74,8%. 

Batut upozorava da je za kolektivnu zaštitu potrebno 95%. Nije pitanje da li će biti epidemije malih boginja, već kada, a ova zarazna bolest može da ima i smrtni ishod!"
89,2023-01-04 21:21:37+00:00,PajicTatjana,"@NedeljnikVreme @kogapratiti Kako nije izbijala epidemija malih boginja kod generacija koje nisu  primale vakcinu? 
Dobijali boginje i uglavnom bez većih problema preležali. I stekli trajni imunitet 
Šta se to promenilo od kad su se pojavile vakcine za male boginje? U vidu trovale ntne mmr"
90,2023-01-04 20:28:11+00:00,natasavb,Male boginje: Preti epidemija zbog nedovoljne vakcinacije dece https://t.co/d9mzTPpRA0 преко корисника @NedeljnikVreme
91,2023-01-03 11:57:27+00:00,maloudaren,"@dRe2fYvbcq4OCQT Teška glupost.
Samo zaraznih bolesti koje su izazivale velike epidemije i pandemije je bilo više (kuga, kolera, difterija, tifus, velike boginje, male boginje, žuta groznica, malarija, influenca) a gde su sve ostale bolesti. Knjigu u šake, batalite ove gluposti."
